date,area,fuel_type,total_energy_produced,day_peak,evening_peak,Demand,Supply,total_fuel_cost,apparent_temperature_mean (°C),total_fuel_quantity,district,fuel,temperature_class,season
2022-07-31,Rajshahi,Gas,540065151,954,1128,42372.9,39483.9,44724695.43,34.76,354957900.2,8,0,0,summer
2022-07-31,Khulna,Solar,403712517,833,911,49254.4,46366.4,202010306.4,33.88333333,12625644.15,6,5,0,summer
2022-08-31,Rangpur,HFO,322394381,523,522,27090.1244,25625,1399239408,34.57096774,23320656.79,9,2,0,summer
2022-08-31,Sylhet,Gas,724992463,1136,1213,17703,16755,791238089.6,34.57096774,6279667378,5,0,0,summer
2022-08-31,Dhaka,HSD,1115740208,2173,2591,118227.13,115279.13,1586154307,33.68,19826928.83,1,3,0,summer
2022-08-31,Mymensingh,Solar,227569108,492,476,34811,28782,136929257.5,34.48387097,8558078.594,4,5,0,summer
2022-08-31,Mymensingh,Gas,227569108,492,476,34811,28782,76031424,34.48387097,603424000,4,0,0,summer
2022-08-31,Cumilla,Gas,1047640344,1546,1792,39679.31357,36765.5,949853273.4,34.01612903,7538518043,3,0,0,summer
2022-08-31,Rangpur,Coal,322394381,523,522,27090.1244,25625,1162092991,34.57096774,61522208.23,9,1,0,summer
2022-08-31,Dhaka,HFO,1351497808,2173,2591,145588.75,141190.75,4753231619,33.93225806,79220526.98,1,2,0,summer
2022-08-31,Khulna,HFO,425935167,724,782,49100.62088,46119.2,1594539815,33.53225806,26575663.59,6,2,0,summer
2022-08-31,Chattogram,Gas,547472930,883,1235,41064.9,40480.9,217446992.1,33.10967742,1725769778,2,0,0,summer
2022-08-31,Cumilla,HFO,1047640344,1546,1792,39679.31357,36765.5,2278455254,34.01612903,37974254.23,3,2,0,summer
2022-08-31,Rajshahi,Solar,547322536,780,1071,43258.8,40912.8,10444332.6,34.06774194,652770.7875,8,5,0,summer
2022-08-31,Khulna,HSD,381136730,724,782,41144.02088,38923.6,2857408765,33.25384615,35717609.56,6,3,0,summer
2022-08-31,Barisal,Coal,833775200,1302,1402,11498.69,11498.69,6191452156,33.46774194,327780833.1,7,1,0,summer
2022-08-31,Mymensingh,HFO,227569108,492,476,34811,28782,1918882570,34.48387097,31981376.17,4,2,0,summer
2022-08-31,Rajshahi,HFO,547322536,780,1071,43258.8,40912.8,3007674020,34.06774194,50127900.33,8,2,0,summer
2022-08-31,Dhaka,Solar,1351497808,2173,2591,145588.75,141190.75,71749580.55,33.93225806,4484348.784,1,5,0,summer
2022-08-31,Rajshahi,HSD,446314567,780,1071,35157,33568,1370887579,33.864,17136094.74,8,3,0,summer
2022-08-31,Barisal,HFO,833775200,1302,1402,11498.69,11498.69,329551795.2,33.46774194,5492529.92,7,2,0,summer
2022-08-31,Rangpur,Solar,322394381,523,522,27090.1244,25625,13115189.75,34.57096774,819699.3594,9,5,0,summer
2022-08-31,Cumilla,HSD,812088942,1546,1792,30884.81357,28992,1474245243,33.87916667,18428065.54,3,3,0,summer
2022-08-31,Chattogram,Solar,547472930,883,1235,41064.9,40480.9,34384732.2,33.10967742,2149045.763,2,5,0,summer
2022-08-31,Rajshahi,Gas/HSD,547322536,780,1071,43258.8,40912.8,244529085.2,34.06774194,2573990.371,8,4,0,summer
2022-08-31,Khulna,Gas,425935167,724,782,49100.62088,46119.2,156620943.4,33.53225806,1243023360,6,0,0,summer
2022-08-31,Chattogram,HFO,547472930,883,1235,41064.9,40480.9,5434910727,33.10967742,90581845.45,2,2,0,summer
2022-08-31,Khulna,Solar,425935167,724,782,49100.62088,46119.2,186030762,33.53225806,11626922.63,6,5,0,summer
2022-08-31,Dhaka,Gas,1351497808,2173,2591,145588.75,141190.75,1049963014,33.93225806,8333039794,1,0,0,summer
2022-08-31,Rajshahi,Gas,547322536,780,1071,43258.8,40912.8,35121456.76,34.06774194,278741720.3,8,0,0,summer
2022-08-31,Barisal,Gas,833775200,1302,1402,11498.69,11498.69,139487849.9,33.46774194,1107046428,7,0,0,summer
2022-09-30,Rangpur,Solar,293162643,498,532,24829,23329,11120742.1,32.9137931,695046.3813,9,5,0,summer
2022-09-30,Khulna,HFO,385600391,610,805,46102.64,43966.64,995955499.3,33.5,16599258.32,6,2,0,summer
2022-09-30,Dhaka,HFO,1273381695,2172,2578,136248.61,133271.61,4618401801,33.47241379,76973363.35,1,2,0,summer
2022-09-30,Chattogram,Gas,580030474,914,1211,38170.7,37855.7,143939924.2,32.79655172,1142380350,2,0,0,summer
2022-09-30,Chattogram,Solar,580030474,914,1211,38170.7,37855.7,30797597.25,32.79655172,1924849.828,2,5,0,summer
2022-09-30,Cumilla,HFO,861495054,1487,1606,36582,35081,1972313068,33.23793103,32871884.47,3,2,0,summer
2022-09-30,Khulna,Gas,385600391,610,805,46102.64,43966.64,176200657.9,33.5,1398417920,6,0,0,summer
2022-09-30,Rajshahi,Solar,445764689,738,1027,39033.68,37300.68,8280887.94,33.75517241,517555.4963,8,5,0,summer
2022-09-30,Barisal,Coal,774804950,1075,1304,10868.24,10868.24,6220804213,33.60689655,329334756.4,7,1,0,summer
2022-09-30,Mymensingh,HFO,238897430,416,438,31622,27342,2200326624,33.24137931,36672110.4,4,2,0,summer
2022-09-30,Chattogram,HFO,580030474,914,1211,38170.7,37855.7,6145852053,32.79655172,102430867.5,2,2,0,summer
2022-09-30,Khulna,HSD,385600391,610,805,46102.64,43966.64,2513883524,33.5,31423544.05,6,3,0,summer
2022-09-30,Rajshahi,Gas,445764689,738,1027,39033.68,37300.68,31030096.68,33.75517241,246270608.6,8,0,0,summer
2022-09-30,Cumilla,HSD,773443044,1487,1606,33394,31897,1517164616,33.58461538,18964557.7,3,3,0,summer
2022-09-30,Rajshahi,HFO,445764689,738,1027,39033.68,37300.68,1806773622,33.75517241,30112893.7,8,2,0,summer
2022-09-30,Barisal,HFO,774804950,1075,1304,10868.24,10868.24,149911574.7,33.60689655,2498526.245,7,2,0,summer
2022-09-30,Dhaka,Gas,1273381695,2172,2578,136248.61,133271.61,995256693.5,33.47241379,7898862647,1,0,0,summer
2022-09-30,Dhaka,Solar,1273381695,2172,2578,136248.61,133271.61,57910189.95,33.47241379,3619386.872,1,5,0,summer
2022-09-30,Rangpur,HSD,10391155,424,514,873,743,246050,33,3075.625,9,3,0,summer
2022-09-30,Rajshahi,Gas/HSD,445764689,738,1027,39033.68,37300.68,238060802.4,33.75517241,2505903.183,8,4,0,summer
2022-09-30,Rangpur,HFO,293162643,498,532,24829,23329,885454125.4,32.9137931,14757568.76,9,2,0,summer
2022-09-30,Cumilla,Gas,861495054,1487,1606,36582,35081,754261939,33.23793103,5986205865,3,0,0,summer
2022-09-30,Dhaka,HSD,1190463782,2172,2578,127657.28,124700.28,1482830847,33.67407407,18535385.59,1,3,0,summer
2022-09-30,Rangpur,Coal,293162643,498,532,24829,23329,1230062236,32.9137931,65120558.82,9,1,0,summer
2022-09-30,Rajshahi,HSD,411402033,738,1027,35525.18,33792.18,989504910.3,34.04615385,12368811.38,8,3,0,summer
2022-09-30,Barisal,Gas,774804950,1075,1304,10868.24,10868.24,92053790.72,33.60689655,730585640.6,7,0,0,summer
2022-09-30,Mymensingh,Gas,238897430,416,438,31622,27342,66627427.2,33.24137931,528789104.8,4,0,0,summer
2022-09-30,Mymensingh,Solar,238897430,416,438,31622,27342,106947360,33.24137931,6684210,4,5,0,summer
2022-09-30,Khulna,Solar,385600391,610,805,46102.64,43966.64,162991634.4,33.5,10186977.15,6,5,0,summer
2022-09-30,Sylhet,Gas,713521575,1202,1191,16195,15111,766930810.5,32.9137931,6086752464,5,0,0,summer
2022-10-31,Khulna,HFO,318308729,523,775,42692.4,41964.4,1203172032,31.13225806,20052867.2,6,2,0,summer
2022-10-31,Barisal,HFO,562192744,1058,1270,8100.07,8100.07,78421660.8,32.84782609,1307027.68,7,2,0,summer
2022-10-31,Cumilla,HSD,647672931,1268,1465,31643.5,27979.5,371356201,31.66296296,4641952.512,3,3,0,summer
2022-10-31,Rajshahi,HSD,361803730,615,921,30994.2,30054.2,206354005.8,31.072,2579425.073,8,3,0,summer
2022-10-31,Dhaka,Gas,1082549992,1774,2040,136894.83,128742.83,776678964.3,31.1,6164118764,1,0,0,summer
2022-10-31,Barisal,Coal,715500657,1058,1270,9708.05,9708.05,5830815193,31.5516129,308688400.3,7,1,0,summer
2022-10-31,Rajshahi,HFO,431431710,615,921,37423.2,36388.2,2297194975,30.69354839,38286582.92,8,2,0,summer
2022-10-31,Dhaka,HFO,1082549992,1774,2040,136894.83,128742.83,5141194905,31.1,85686581.75,1,2,0,summer
2022-10-31,Mymensingh,Gas,218862440,359,437,30556,25706,61444608,30.53870968,487655619,4,0,0,summer
2022-10-31,Rajshahi,Gas/HSD,431431710,615,921,37423.2,36388.2,226843837.1,30.69354839,2387829.864,8,4,0,summer
2022-10-31,Rangpur,Coal,147199979,347,400,21816,20763,411701763.3,29.67419355,21795847.49,9,1,2,fall
2022-10-31,Dhaka,HSD,986096500,1774,2040,125360.88,117456.88,557480524.4,31.42142857,6968506.555,1,3,0,summer
2022-10-31,Rangpur,HFO,147199979,347,400,21816,20763,993324024.5,29.67419355,16555400.41,9,2,2,fall
2022-10-31,Sylhet,Gas,691282165,1079,1073,15717,13684,746645772.1,29.67419355,5925760096,5,0,2,fall
2022-10-31,Barisal,Gas,715500657,1058,1270,9708.05,9708.05,80324410.84,31.5516129,637495324.1,7,0,0,summer
2022-10-31,Mymensingh,Solar,218862440,359,437,30556,25706,134305870.5,30.53870968,8394116.906,4,5,0,summer
2022-10-31,Cumilla,Gas,726267835,1268,1465,35263,31470,667854123.1,31.27419355,5300429549,3,0,0,summer
2022-10-31,Dhaka,Solar,1082549992,1774,2040,136894.83,128742.83,63274066.95,31.1,3954629.184,1,5,0,summer
2022-10-31,Rangpur,Solar,147199979,347,400,21816,20763,12345037.9,29.67419355,771564.8688,9,5,2,fall
2022-10-31,Chattogram,HFO,548382206,940,1145,38158.27,36514.27,6297352370,32.11290323,104955872.8,2,2,0,summer
2022-10-31,Chattogram,Gas,548382206,940,1145,38158.27,36514.27,60261258.78,32.11290323,478263958.6,2,0,0,summer
2022-10-31,Cumilla,HFO,726267835,1268,1465,35263,31470,1822073456,31.27419355,30367890.93,3,2,0,summer
2022-10-31,Rajshahi,Gas,362287522,615,921,31121.6,30086.6,27493569.93,31.344,218202935.9,8,0,0,summer
2022-10-31,Rajshahi,Solar,431431710,615,921,37423.2,36388.2,10703557.8,30.69354839,668972.3625,8,5,0,summer
2022-10-31,Khulna,Gas,318308729,523,775,42692.4,41964.4,181322615,31.13225806,1439068373,6,0,0,summer
2022-10-31,Mymensingh,HFO,218862440,359,437,30556,25706,1970798646,30.53870968,32846644.11,4,2,0,summer
2022-10-31,Khulna,HSD,283098805,523,775,37756.4,37028.4,993186340.2,31.80769231,12414829.25,6,3,0,summer
2022-10-31,Khulna,Solar,318308729,523,775,42692.4,41964.4,181875996,31.13225806,11367249.75,6,5,0,summer
2022-10-31,Chattogram,Solar,548382206,940,1145,38158.27,36514.27,41397797,32.11290323,2587362.313,2,5,0,summer
2022-11-30,Rangpur,Solar,220861010,502,516,18916,18820,11598831.4,23.73,724926.9625,9,5,2,fall
2022-11-30,Sylhet,Gas,635265535,1071,1086,11961,11836,700377693.2,23.73,5558553120,5,0,2,fall
2022-11-30,Rangpur,Coal,220861010,502,516,18916,18820,827882817.3,23.73,43828832.51,9,1,2,fall
2022-11-30,Rajshahi,HSD,126855899,441,823,11917.2,11832.2,24917854.14,25.625,311473.1768,8,3,2,fall
2022-11-30,Rajshahi,HFO,305414212,502,823,28715.5,28630.5,1591474444,24.15666667,26524574.07,8,2,2,fall
2022-11-30,Mymensingh,Solar,163870560,348,334,23371,23030,138716397.5,24.68666667,8669774.844,4,5,2,fall
2022-11-30,Rangpur,HFO,220861010,502,516,18916,18820,918870189.9,23.73,15314503.17,9,2,2,fall
2022-11-30,Rajshahi,Solar,305414212,502,823,28715.5,28630.5,10383563.97,24.15666667,648972.7481,8,5,2,fall
2022-11-30,Mymensingh,HFO,163870560,348,334,23371,23030,1305727238,24.68666667,21762120.64,4,2,2,fall
2022-11-30,Rajshahi,Gas/HSD,305414212,502,823,28715.5,28630.5,163336217.2,24.15666667,1719328.602,8,4,2,fall
2022-11-30,Rajshahi,Gas,283825361,502,788,26566.9,26566.9,28708791.95,23.89285714,227847555.1,8,0,2,fall
2022-11-30,Khulna,HFO,202695203,374,519,33560.9,33439.9,801689218.3,24.81333333,13361486.97,6,2,2,fall
2022-11-30,Cumilla,Gas,574991495,1204,1329,27096,26834,508065323.8,25.61,4032264475,3,0,2,fall
2022-11-30,Dhaka,Solar,908555423,1875,2025,119956.29,119651.29,62403533.35,24.84333333,3900220.834,1,5,2,fall
2022-11-30,Barisal,HFO,46177876,932,1062,592.52,592.52,3336969.6,29.3,55616.16,7,2,2,fall
2022-11-30,Khulna,Gas,202695203,374,519,33560.9,33439.9,142426045.4,24.81333333,1130365440,6,0,2,fall
2022-11-30,Dhaka,HSD,787822588,1875,2025,104426.2,104230.2,456613756.2,24.91153846,5707671.952,1,3,2,fall
2022-11-30,Barisal,Coal,580258835,932,1062,7689.29,7689.29,4523930911,25.48666667,239500815.9,7,1,2,fall
2022-11-30,Dhaka,HFO,908555423,1875,2025,119956.29,119651.29,4487352525,24.84333333,74789208.74,1,2,2,fall
2022-11-30,Mymensingh,Gas,163870560,348,334,23371,23030,57331209.6,24.68666667,455009600,4,0,2,fall
2022-11-30,Cumilla,HFO,574991495,1204,1329,27096,26834,1593776722,25.61,26562945.37,3,2,2,fall
2022-11-30,Chattogram,Solar,400631829,942,1063,35551.74,35551.74,42752083.5,26.67333333,2672005.219,2,5,2,fall
2022-11-30,Chattogram,Gas,400631829,942,1063,35551.74,35551.74,30724574.67,26.67333333,243845830.7,2,0,2,fall
2022-11-30,Barisal,Gas,580258835,932,1062,7689.29,7689.29,96465629.34,25.48666667,765600232.9,7,0,2,fall
2022-11-30,Dhaka,Gas,908555423,1875,2025,119956.29,119651.29,640472766.6,24.84333333,5083117196,1,0,2,fall
2022-11-30,Chattogram,HFO,400631829,942,1063,35551.74,35551.74,4678748388,26.67333333,77979139.81,2,2,2,fall
2022-11-30,Khulna,Solar,202695203,374,519,33560.9,33439.9,169579202.4,24.81333333,10598700.15,6,5,2,fall
2022-11-30,Cumilla,HSD,518588040,1204,1329,24351,24089,251415367.7,25.58888889,3142692.096,3,3,2,fall
2022-11-30,Khulna,HSD,121118612,374,519,19144.6,19023.6,48237216,25.26470588,602965.2,6,3,2,fall
2022-12-31,Rajshahi,HSD,54902524,582,796,4525.6,4525.6,30984894.54,19.06,387311.1818,8,3,1,winter
2022-12-31,Rangpur,Coal,179440152,382,388,20310.5,20310.5,624427368,19.37419355,33057725.03,9,1,1,winter
2022-12-31,Barisal,HFO,53464001,703,852,736.86,736.86,5832383.3,21.36666667,97206.38833,7,2,1,winter
2022-12-31,Rangpur,HFO,179440152,382,388,20310.5,20310.5,854536803.7,19.37419355,14242280.06,9,2,1,winter
2022-12-31,Khulna,Gas,11776976,355,443,2154,2154,6316692.48,22.85,50132480,6,0,2,fall
2022-12-31,Rajshahi,Gas,346807810,614,869,28240.1,28240.1,39802440.85,19.82580645,315892387.7,8,0,1,winter
2022-12-31,Khulna,Solar,60314525,355,443,33801.87,33801.87,149850280.8,20.90645161,9365642.55,6,5,1,winter
2022-12-31,Mymensingh,Gas,146295610,316,358,23102,22988,63236044.8,20.25483871,501873371.4,4,0,1,winter
2022-12-31,Chattogram,HFO,318666006,667,835,31759.7,31759.7,3450278760,21.91612903,57504646,2,2,1,winter
2022-12-31,Barisal,Coal,417381254,703,852,7582.63,7582.63,2519732095,21.13225806,133396796.8,7,1,1,winter
2022-12-31,Khulna,HSD,24549731,355,443,8814.5,8814.5,21522067.2,22.15,269025.84,6,3,1,winter
2022-12-31,Khulna,HFO,60314525,355,443,33801.87,33801.87,527484211.8,20.90645161,8791403.53,6,2,1,winter
2022-12-31,Rangpur,HSD,5320353,200,345,625,625,527250,20.2,6590.625,9,3,1,winter
2022-12-31,Rangpur,Solar,179440152,382,388,20310.5,20310.5,9218407.25,19.37419355,576150.4531,9,5,1,winter
2022-12-31,Chattogram,Solar,318666006,667,835,31759.7,31759.7,40496907.15,21.91612903,2531056.697,2,5,1,winter
2022-12-31,Chattogram,Gas,318666006,667,835,31759.7,31759.7,72003038.4,21.91612903,571452685.7,2,0,1,winter
2022-12-31,Mymensingh,Solar,146295610,316,358,23102,22988,104005215.5,20.25483871,6500325.969,4,5,1,winter
2022-12-31,Rajshahi,HFO,346807810,614,869,28240.1,28240.1,1141689549,19.82580645,19028159.15,8,2,1,winter
2022-12-31,Rajshahi,Gas/HSD,346807810,614,869,28240.1,28240.1,233101861.7,19.82580645,2453703.808,8,4,1,winter
2022-12-31,Dhaka,HFO,928944514,1820,1967,105754.15,105642.15,3191359184,20.22903226,53189319.73,1,2,1,winter
2022-12-31,Dhaka,Gas,928944514,1820,1967,105754.15,105642.15,765371265.8,20.22903226,6074375125,1,0,1,winter
2022-12-31,Dhaka,HSD,664423389,1820,1931,75958.56,75846.56,246055948.7,20.42272727,3075699.359,1,3,1,winter
2022-12-31,Dhaka,Solar,928944514,1820,1967,105754.15,105642.15,54523631.65,20.22903226,3407726.978,1,5,1,winter
2022-12-31,Rajshahi,Solar,346807810,614,869,28240.1,28240.1,7888725,19.82580645,493045.3125,8,5,1,winter
2022-12-31,Mymensingh,HFO,146295610,316,358,23102,22988,1046466264,20.25483871,17441104.4,4,2,1,winter
2022-12-31,Barisal,Gas,417381254,703,852,7582.63,7582.63,164266659.7,21.13225806,1303703648,7,0,1,winter
2022-12-31,Cumilla,Gas,508372095,979,1168,24389.5,24389.5,486903545.8,20.46774194,3864313856,3,0,1,winter
2022-12-31,Sylhet,Gas,513981336,814,838,11118,11118,587739465.8,19.37419355,4664598935,5,0,1,winter
2022-12-31,Cumilla,HSD,289205589,958,1168,13531.5,13531.5,114427514.9,20.58235294,1430343.936,3,3,1,winter
2022-12-31,Cumilla,HFO,508372095,979,1168,24389.5,24389.5,1028725510,20.46774194,17145425.17,3,2,1,winter
2023-01-31,Cumilla,HSD,304981119,1019,1036,14111,14079,201292462.1,19.03529412,1909252.225,3,3,1,winter
2023-01-31,Khulna,HFO,60607268,234,319,35494.54,34569.54,585411046.4,19.41612903,7317638.08,6,2,1,winter
2023-01-31,Chattogram,HFO,295080247,515,836,29313.79,29178.79,3409834117,19.63870968,42622926.46,2,2,1,winter
2023-01-31,Khulna,HSD,37550525,234,319,20835.34,19910.34,152002617.6,18.16666667,1441739.71,6,3,1,winter
2023-01-31,Dhaka,Gas,699639970,1333,1477,103395.48,101962.48,579014943.7,18.24193548,1460572973,1,0,1,winter
2023-01-31,Sylhet,Gas,696924477,1107,1156,10909,10583,759075960.5,15.86774194,1914779307,5,0,1,winter
2023-01-31,Cumilla,HFO,551269388,1019,1036,25585,25515,1190993895,18.79677419,14887423.68,3,2,1,winter
2023-01-31,Rangpur,HFO,277230345,489,536,21042,20149,1074162400,15.86774194,13427030.01,9,2,1,winter
2023-01-31,Dhaka,Solar,699639970,1333,1477,103395.48,101962.48,47791037.5,18.24193548,2655057.639,1,5,1,winter
2023-01-31,Rangpur,Solar,277230345,489,536,21042,20149,9477739.7,15.86774194,526541.0944,9,5,1,winter
2023-01-31,Barisal,Coal,709263917,1356,1618,8321.93,8321.93,5015575076,19.65483871,227535955.9,7,1,1,winter
2023-01-31,Rajshahi,Solar,377435163,722,882,30451.4,29500.4,7631535.6,17.24516129,423974.2,8,5,1,winter
2023-01-31,Dhaka,HFO,699639970,1333,1477,103395.48,101962.48,2351785811,18.24193548,29397322.64,1,2,1,winter
2023-01-31,Rajshahi,Gas,377435163,722,882,30451.4,29500.4,34970083.88,17.24516129,88212506.31,8,0,1,winter
2023-01-31,Chattogram,Gas,295080247,515,836,29313.79,29178.79,43273982.7,19.63870968,109159202.6,2,0,1,winter
2023-01-31,Dhaka,HSD,52626749,1333,1405,6472.87,6472.87,23296123.5,17.35,220962.947,1,3,1,winter
2023-01-31,Barisal,HFO,599688101,1356,1618,6472.36,6472.36,268473888,20.27916667,3355923.6,7,2,1,winter
2023-01-31,Rangpur,Coal,277230345,489,536,21042,20149,1089576574,15.86774194,49429595.51,9,1,1,winter
2023-01-31,Cumilla,Gas,551269388,1019,1036,25585,25515,533221862,18.79677419,1345059309,3,0,1,winter
2023-01-31,Rajshahi,Gas/HSD,377435163,722,882,30451.4,29500.4,256564477.6,17.24516129,2565644.776,8,4,1,winter
2023-01-31,Mymensingh,Solar,129385690,202,266,26855,24646,62231313.5,17.51290323,3457295.194,4,5,1,winter
2023-01-31,Rajshahi,HFO,377435163,722,882,30451.4,29500.4,1366751232,17.24516129,17084390.4,8,2,1,winter
2023-01-31,Chattogram,Solar,295080247,515,836,29313.79,29178.79,41083978.95,19.63870968,2282443.275,2,5,1,winter
2023-01-31,Rangpur,HSD,10712168,488,481,676,563,630300,15.7,5978.374277,9,3,1,winter
2023-01-31,Mymensingh,HFO,129385690,202,266,26855,24646,944663865.6,17.51290323,11808298.32,4,2,1,winter
2023-01-31,Barisal,Gas,709263917,1356,1618,8321.93,8321.93,149500139.3,19.65483871,377116109.5,7,0,1,winter
2023-01-31,Mymensingh,Gas,129385690,202,266,26855,24646,57117744,17.51290323,144080276.5,4,0,1,winter
2023-01-31,Khulna,Solar,59298815,234,319,34303.14,33418.14,147122352,19.49,8173464,6,5,1,winter
2023-01-31,Rajshahi,HSD,77738857,559,836,6461.2,6444.2,43909921.8,15.55714286,416484.1298,8,3,1,winter
2023-02-28,Barisal,Coal,871932688,1502,1645,7812.2,7812.2,6584258423,24.15357143,298700649.8,7,1,2,fall
2023-02-28,Rangpur,Coal,223906456,445,538,20174,19948,892025888.7,20.24642857,40467535.67,9,1,1,winter
2023-02-28,Khulna,HFO,124788575,497,616,33199.1,33199.1,619055171.6,24.17857143,7738189.644,6,2,2,fall
2023-02-28,Khulna,Solar,124788575,497,616,33199.1,33199.1,165027962.4,24.17857143,9168220.133,6,5,2,fall
2023-02-28,Dhaka,Gas,722981814,1869,2076,102262.7,102106.7,647374253.4,22.39642857,1633010250,1,0,1,winter
2023-02-28,Mymensingh,Gas,127387160,345,339,26551,24717,51194073.6,21.38571429,129137738.3,4,0,1,winter
2023-02-28,Rajshahi,HFO,280475750,661,861,30719.6,30494.6,1558676603,21.42142857,19483457.53,8,2,1,winter
2023-02-28,Khulna,Gas,86645321,497,616,12563.8,12563.8,72635028.48,27.83,183222835,6,0,2,fall
2023-02-28,Rajshahi,Gas,280475750,661,861,30719.6,30494.6,32816768.97,21.42142857,82780740.53,8,0,1,winter
2023-02-28,Cumilla,HFO,482271497,774,977,25161,25161,995608527.7,22.71785714,12445106.6,3,2,1,winter
2023-02-28,Chattogram,HFO,334809799,675,949,28940.6,28940.6,3942135614,22.90357143,49276695.17,2,2,2,fall
2023-02-28,Rangpur,HFO,223906456,445,538,20174,19948,776953403.2,20.24642857,9711917.541,9,2,1,winter
2023-02-28,Rangpur,Solar,223906456,445,538,20174,19948,9726950.35,20.24642857,540386.1306,9,5,1,winter
2023-02-28,Dhaka,Solar,722981814,1869,2076,102262.7,102106.7,59494102.7,22.39642857,3305227.928,1,5,1,winter
2023-02-28,Dhaka,HFO,722981814,1869,2076,102262.7,102106.7,2353667648,22.39642857,29420845.59,1,2,1,winter
2023-02-28,Rajshahi,Gas/HSD,238403619,661,861,21348,21178,148894263.5,20.2,1488942.635,8,4,1,winter
2023-02-28,Cumilla,Gas,482271497,774,977,25161,25161,477050332.7,22.71785714,1203365872,3,0,1,winter
2023-02-28,Mymensingh,HFO,127387160,345,339,26551,24717,934234960.8,21.38571429,11677937.01,4,2,1,winter
2023-02-28,Chattogram,Gas,334809799,675,949,28940.6,28940.6,19728754.56,22.90357143,49766048.38,2,0,2,fall
2023-02-28,Chattogram,Solar,334809799,675,949,28940.6,28940.6,41262309.9,22.90357143,2292350.55,2,5,2,fall
2023-02-28,Barisal,HFO,674029325,1502,1645,5532.2,5532.2,164034489.6,23.17,2050431.12,7,2,2,fall
2023-02-28,Rajshahi,Solar,280475750,661,861,30719.6,30494.6,8721367.2,21.42142857,484520.4,8,5,1,winter
2023-02-28,Sylhet,Gas,697691390,1245,1244,10113,10099,778222354.9,20.24642857,1963076344,5,0,1,winter
2023-02-28,Mymensingh,Solar,127387160,345,339,26551,24717,107826461.5,21.38571429,5990358.972,4,5,1,winter
2023-02-28,Barisal,Gas,871932688,1502,1645,7812.2,7812.2,144103297.6,24.15357143,363502503.7,7,0,2,fall
2023-03-31,Rangpur,Solar,189467191,363,465,22711.62,22711.62,12739522.9,24.49333333,707751.2722,9,5,2,fall
2023-03-31,Chattogram,Solar,412481228,842,1035,34268.01,34268.01,40596330.6,27.27333333,2255351.7,2,5,2,fall
2023-03-31,Mymensingh,Gas,171414100,435,452,29029,27871,57332256,25.16,144621385.9,4,0,2,fall
2023-03-31,Rajshahi,Gas,328501161,811,933,36662.2,36584.2,30769939.97,26.62,77617586.88,8,0,2,fall
2023-03-31,Rajshahi,Solar,328501161,811,933,36662.2,36584.2,9588618,26.62,532701,8,5,2,fall
2023-03-31,Khulna,Gas,168306766,446,525,31316.3,31316.3,148072422.4,27.72916667,373514674.5,6,0,2,fall
2023-03-31,Rajshahi,HFO,328501161,811,933,36662.2,36584.2,1242583153,26.62,15532289.41,8,2,2,fall
2023-03-31,Rangpur,Coal,189467191,363,465,22711.62,22711.62,746389905,24.49333333,33860631.72,9,1,2,fall
2023-03-31,Chattogram,Gas,412481228,842,1035,34268.01,34268.01,149443493.3,27.27333333,376973219.2,2,0,2,fall
2023-03-31,Sylhet,Gas,729326423,1245,1226,12181,12172,803234889,24.49333333,2026170797,5,0,2,fall
2023-03-31,Dhaka,Solar,1220162036,2429,2663,120024.05,119974.05,62391392.15,26.58275862,3466188.453,1,5,2,fall
2023-03-31,Rajshahi,Gas/HSD,328501161,811,933,36662.2,36584.2,213742394.9,26.62,2137423.949,8,4,2,fall
2023-03-31,Dhaka,HFO,1252223591,2429,2663,123709.34,123659.34,3462221629,26.61666667,43277770.36,1,2,2,fall
2023-03-31,Cumilla,Gas,532172831,1076,1087,29822.5,29802.5,535829239.1,26.36,1351636453,3,0,2,fall
2023-03-31,Barisal,HFO,378681539,1185,1463,4450.22,4450.22,27622065.6,28.56428571,345275.82,7,2,2,fall
2023-03-31,Barisal,Gas,748256501,1185,1463,9043.98,9043.98,160459209.3,28.15666667,404760510.7,7,0,2,fall
2023-03-31,Barisal,Coal,748256501,1185,1463,9043.98,9043.98,5503456665,28.15666667,249669131.5,7,1,2,fall
2023-03-31,Khulna,HFO,176487973,446,525,38594.3,38594.3,454209337.4,27.92413793,5677616.718,6,2,2,fall
2023-03-31,Cumilla,HFO,532172831,1076,1087,29822.5,29802.5,1034601799,26.36,12932522.48,3,2,2,fall
2023-03-31,Dhaka,Gas,1252223591,2429,2663,123709.34,123659.34,1149888821,26.61666667,2900609996,1,0,2,fall
2023-03-31,Mymensingh,Solar,171414100,435,452,29029,27871,124495437,25.16,6916413.167,4,5,2,fall
2023-03-31,Rangpur,HFO,189467191,363,465,22711.62,22711.62,642584801.2,24.49333333,8032310.015,9,2,2,fall
2023-03-31,Khulna,HSD,2269068,135,218,1416,1416,1713789,27,16255.23096,6,3,2,fall
2023-03-31,Khulna,Solar,184843285,446,525,39715.1,39715.1,183629982.9,27.82666667,10201665.72,6,5,2,fall
2023-03-31,Mymensingh,HFO,171414100,435,452,29029,27871,1425870384,25.16,17823379.8,4,2,2,fall
2023-03-31,Chattogram,HFO,412481228,842,1035,34268.01,34268.01,3983799256,27.27333333,49797490.69,2,2,2,fall
